Gene_ID	miRNA_family_ID	species_ID	MSA_start	MSA_end	UTR_start	UTR_end	Group_num	Site_type	miRNA in this species	Group_type	Branch length score	Pct	Conserved
hsa_circ_0022393	miR-4320	9606	566	571	566	571	266	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4323	9606	221	226	221	226	267	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4323	9606	509	514	509	514	268	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4421/5699-3p	9606	580	585	580	585	269	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4428	9606	77	82	77	82	270	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4433b-5p	9606	578	583	578	583	271	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4436-5p	9606	246	251	246	251	272	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4436-5p	9606	785	790	785	790	273	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4436/5000-3p	9606	226	232	226	232	274	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4436/5000-3p	9606	454	460	454	460	275	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4437	9606	72	77	72	77	276	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4438	9606	515	520	515	520	277	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4443	9606	131	136	131	136	278	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4443	9606	724	729	724	729	279	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4446-3p	9606	73	78	73	78	280	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4450	9606	567	573	567	573	281	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4450	9606	720	725	720	725	282	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4456	9606	429	435	429	435	283	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4470	9606	186	191	186	191	284	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4471/8059	9606	255	261	255	261	285	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4471/8059	9606	706	711	706	711	286	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4475	9606	51	56	51	56	287	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4476/6876-5p	9606	697	703	697	703	288	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4477b	9606	793	798	793	798	289	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4480	9606	214	220	214	220	290	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4493	9606	695	701	695	701	291	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4496	9606	82	87	82	87	292	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4497	9606	275	280	275	280	293	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-449b-3p	9606	263	269	263	269	294	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4501	9606	354	359	354	359	295	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4502	9606	610	615	610	615	296	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4502	9606	93	99	93	99	297	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-450a-1-3p	9606	442	447	442	447	298	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4511	9606	34	39	34	39	299	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4512	9606	128	133	128	133	300	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4512	9606	687	692	687	692	301	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4514/4692	9606	101	106	101	106	302	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4514/4692	9606	188	193	188	193	303	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4514/4692	9606	513	519	513	519	304	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4515	9606	761	766	761	766	305	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-452-3p	9606	346	353	346	353	306	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-452-3p	9606	465	471	465	471	307	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4520-3p	9606	448	453	448	453	308	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4524-5p	9606	479	485	479	485	309	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4525/5010-5p	9606	568	575	568	575	310	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-4530	9606	496	501	496	501	311	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4530	9606	528	533	528	533	312	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4532	9606	506	511	506	511	313	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4533	9606	697	702	697	702	314	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4537	9606	177	182	177	182	315	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4539	9606	396	401	396	401	316	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4539	9606	781	786	781	786	317	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4639-3p	9606	243	249	243	249	318	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4640-5p/4726-5p	9606	207	213	207	213	319	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4640-5p/4726-5p	9606	458	464	458	464	320	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4645-5p/4673	9606	101	107	101	107	321	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4645-5p/4673	9606	188	194	188	194	322	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4645-5p/4673	9606	436	441	436	441	323	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4645-5p/4673	9606	642	648	642	648	324	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4648	9606	257	262	257	262	325	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4650-5p	9606	641	646	641	646	326	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4654/4769-5p	9606	257	262	257	262	327	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4658/6790-5p	9606	714	720	714	720	328	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4667-5p/4700-5p/8089	9606	462	468	462	468	329	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4667-5p/4700-5p/8089	9606	571	577	571	577	330	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4669	9606	788	793	788	793	331	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4670-3p	9606	796	802	796	802	332	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4670-3p	9606	89	95	89	95	333	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4684-3p	9606	749	754	749	754	334	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4685-5p/6837-5p	9606	123	128	123	128	335	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4685-5p/6837-5p	9606	651	656	651	656	336	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4685-5p/6837-5p	9606	670	675	670	675	337	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4687-3p	9606	740	746	740	746	338	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4687-5p	9606	489	494	489	494	339	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4687-5p	9606	541	546	541	546	340	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4688/6743-5p	9606	210	215	210	215	341	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4688/6743-5p	9606	282	287	282	287	342	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4689/6858-5p	9606	84	90	84	90	343	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4690-3p/5685	9606	222	227	222	227	344	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4690-3p/5685	9606	231	237	231	237	345	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4690-3p/5685	9606	490	495	490	495	346	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4690-3p/5685	9606	510	515	510	515	347	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4690-3p/5685	9606	542	548	542	548	348	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4690-3p/5685	9606	599	606	599	606	349	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-4690-5p	9606	478	484	478	484	350	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4691-3p	9606	264	270	264	270	351	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4695-5p	9606	76	81	76	81	352	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4696	9606	304	310	304	310	353	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4697-3p	9606	728	735	728	735	354	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-4704-3p	9606	389	395	389	395	355	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4707-5p	9606	507	512	507	512	356	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4709-3p	9606	36	41	36	41	357	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4709-3p	9606	768	774	768	774	358	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4713-5p	9606	240	246	240	246	359	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4716-3p/6794-5p	9606	668	673	668	673	360	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4717-5p	9606	639	645	639	645	361	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4719	9606	331	336	331	336	362	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4721	9606	129	134	129	134	363	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4721	9606	73	79	73	79	364	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4722-3p/6727-3p	9606	216	222	216	222	365	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4722-3p/6727-3p	9606	615	621	615	621	366	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4723-5p/5698/6870-5p/7111-5p	9606	569	575	569	575	367	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4724-5p	9606	396	403	396	403	368	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-4724-5p	9606	781	787	781	787	369	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4726-3p	9606	103	108	103	108	370	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4726-3p	9606	124	129	124	129	371	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4726-3p	9606	190	195	190	195	372	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4726-3p	9606	229	234	229	234	373	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4726-3p	9606	652	657	652	657	374	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4726-3p	9606	671	677	671	677	375	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4726-3p	9606	67	73	67	73	376	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4731-3p/4801	9606	332	337	332	337	377	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4732-3p	9606	417	423	417	423	378	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4732-3p	9606	539	544	539	544	379	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4740-5p	9606	761	766	761	766	380	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4742-5p	9606	101	106	101	106	381	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4742-5p	9606	187	193	187	193	382	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4742-5p	9606	514	519	514	519	383	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4747-3p	9606	500	505	500	505	384	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4747-3p	9606	694	699	694	699	385	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4749-3p	9606	220	225	220	225	386	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4753-5p	9606	695	700	695	700	387	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4755-3p	9606	206	211	206	211	388	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4755-3p	9606	457	462	457	462	389	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4755-5p/5006-3p	9606	411	416	411	416	390	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4757-3p	9606	360	365	360	365	391	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4757-5p/6744-3p	9606	279	284	279	284	392	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4757-5p/6744-3p	9606	379	384	379	384	393	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4757-5p/6744-3p	9606	605	611	605	611	394	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-4757-5p/6744-3p	9606	680	685	680	685	395	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4758-3p	9606	585	592	585	592	396	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-4759	9606	762	767	762	767	397	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4764-5p	9606	27	32	27	32	398	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4764-5p	9606	48	53	48	53	399	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4769-3p/6817-5p	9606	216	221	216	221	400	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4772-3p	9606	306	311	306	311	401	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4773	9606	299	304	299	304	402	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4779	9606	75	81	75	81	403	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4782-5p/5706	9606	801	806	801	806	404	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4787-5p	9606	273	278	273	278	405	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-4796-3p	9606	182	188	182	188	406	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-4802-3p	9606	450	456	450	456	407	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-484/3155	9606	434	440	434	440	408	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-485-3p/539-3p	9606	624	629	624	629	409	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-488-5p	9606	592	597	592	597	410	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-490-3p	9606	309	314	309	314	411	6mer	x	6mer	0	0.0	
hsa_circ_0022393	miR-490-5p	9606	450	455	450	455	412	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-495-3p/5688	9606	703	708	703	708	413	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-495-5p	9606	88	93	88	93	414	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-497-3p	9606	328	333	328	333	415	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-499-3p	9606	627	632	627	632	416	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5002-3p	9606	760	765	760	765	417	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5006-5p	9606	137	142	137	142	418	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5008-5p	9606	500	506	500	506	419	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-500b-3p	9606	594	600	594	600	420	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-505-5p	9606	178	184	178	184	421	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-5088-5p	9606	72	78	72	78	422	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-5092	9606	247	252	247	252	423	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5094	9606	141	147	141	147	424	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-515-5p/519-5p	9606	317	322	317	322	425	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-515-5p/519-5p	9606	365	370	365	370	426	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-515-5p/519-5p	9606	645	650	645	650	427	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-516b-5p	9606	801	806	801	806	428	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-518-5p	9606	431	436	431	436	429	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-518-5p	9606	573	578	573	578	430	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5187-5p	9606	119	125	119	125	431	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-5187-5p	9606	49	54	49	54	432	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5187-5p	9606	718	724	718	724	433	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-5193	9606	377	382	377	382	434	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-520-3p	9606	183	189	183	189	435	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-532-3p	9606	240	246	240	246	436	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-532-3p	9606	531	536	531	536	437	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-532-3p	9606	69	74	69	74	438	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-545-3p	9606	110	117	110	117	439	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-545-3p	9606	526	532	526	532	440	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-548-5p/3609	9606	183	188	183	188	441	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-548aj-5p/548f-5p/548g-5p/548x-5p	9606	524	530	524	530	442	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-548b-3p	9606	33	39	33	39	443	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-548p	9606	110	115	110	115	444	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-548p	9606	525	531	525	531	445	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-548q	9606	429	435	429	435	446	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-5581-3p	9606	363	368	363	368	447	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5582-5p	9606	100	105	100	105	448	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5584-5p	9606	707	712	707	712	449	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5587-3p	9606	506	512	506	512	450	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-5587-5p	9606	372	377	372	377	451	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5591-3p	9606	654	660	654	660	452	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-5681a	9606	52	58	52	58	453	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-5683	9606	251	256	251	256	454	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5693	9606	134	139	134	139	455	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5693	9606	259	264	259	264	456	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-5693	9606	323	329	323	329	457	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-5693	9606	727	733	727	733	458	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-5694	9606	468	474	468	474	459	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-5699-5p	9606	586	592	586	592	460	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-5704	9606	381	386	381	386	461	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-573/3616-5p	9606	90	95	90	95	462	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-574-5p	9606	714	720	714	720	463	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-578	9606	550	556	550	556	464	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-589-5p	9606	300	305	300	305	465	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-593-5p	9606	99	104	99	104	466	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-597-5p	9606	712	717	712	717	467	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-605-3p	9606	696	701	696	701	468	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6072/6891-3p	9606	678	683	678	683	469	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6075	9606	421	426	421	426	470	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6079	9606	799	804	799	804	471	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6085/6813-5p	9606	210	215	210	215	472	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6085/6813-5p	9606	282	287	282	287	473	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6089	9606	501	506	501	506	474	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6124	9606	80	86	80	86	475	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6128	9606	800	806	800	806	476	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-6132/6836-5p	9606	284	289	284	289	477	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-615-3p	9606	169	176	169	176	478	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-6165	9606	478	484	478	484	479	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-617	9606	413	420	413	420	480	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-619-3p	9606	405	411	405	411	481	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-625-5p	9606	569	575	569	575	482	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-626/6876-3p	9606	732	737	732	737	483	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-626/6876-3p	9606	739	744	739	744	484	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-634	9606	234	239	234	239	485	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-637	9606	462	468	462	468	486	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-637	9606	570	577	570	577	487	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-642-3p	9606	518	523	518	523	488	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-642a-5p	9606	575	581	575	581	489	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-647	9606	741	746	741	746	490	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-649	9606	309	314	309	314	491	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-650/3612	9606	502	507	502	507	492	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6505-3p	9606	414	420	414	420	493	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-6508-3p	9606	208	213	208	213	494	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6508-3p	9606	459	464	459	464	495	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6509-3p	9606	246	251	246	251	496	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6509-3p	9606	784	790	784	790	497	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-651-3p	9606	699	704	699	704	498	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6510-5p	9606	478	484	478	484	499	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-6511-5p	9606	747	753	747	753	500	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-6513-5p	9606	442	447	442	447	501	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6514-3p	9606	613	618	613	618	502	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6515-3p	9606	164	169	164	169	503	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6515-5p	9606	130	136	130	136	504	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6515-5p	9606	723	729	723	729	505	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6516-5p	9606	748	753	748	753	506	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-657	9606	477	482	477	482	507	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-657	9606	746	752	746	752	508	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-660-3p	9606	376	382	376	382	509	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-664-3p	9606	349	354	349	354	510	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-664-5p/4794	9606	402	408	402	408	511	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-665	9606	205	210	205	210	512	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-665	9606	228	233	228	233	513	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-665	9606	314	320	314	320	514	7mer-1a	x	7mer-1a	0	NA	
hsa_circ_0022393	miR-665	9606	456	461	456	461	515	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-665	9606	66	71	66	71	516	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6715a-3p	9606	328	334	328	334	517	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6730-5p	9606	53	58	53	58	518	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6732-5p	9606	668	673	668	673	519	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6736-3p	9606	293	298	293	298	520	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6744-5p	9606	119	124	119	124	521	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6744-5p	9606	718	723	718	723	522	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6746-5p	9606	504	509	504	509	523	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6747-3p	9606	217	222	217	222	524	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6747-3p	9606	614	621	614	621	525	8mer-1a	x	8mer-1a	0	NA	
hsa_circ_0022393	miR-6748-3p	9606	579	585	579	585	526	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6750-5p/6822-5p	9606	706	712	706	712	527	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6751-5p/6803-5p	9606	570	575	570	575	528	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6752-3p	9606	217	223	217	223	529	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6753-5p	9606	437	442	437	442	530	6mer	x	6mer	0	NA	
hsa_circ_0022393	miR-6757-5p	9606	120	126	120	126	531	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6757-5p	9606	49	55	49	55	532	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6758-3p	9606	676	682	676	682	533	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6762-5p/6845-5p	9606	208	214	208	214	534	7mer-m8	x	7mer-m8	0	NA	
hsa_circ_0022393	miR-6762-5p/6845-5p	9606	271	276	271	276	535	6mer	x	6mer	0	NA	
